-5,1.51672,0.0237772,-0.0580534,2.17654
-4.9995,1.51765,0.0219244,-0.0565094,2.17777
-4.999,1.51919,0.0274827,-0.0568182,2.17607
-4.9985,1.51827,0.0228508,-0.0580534,2.18055
-4.998,1.51595,0.0231596,-0.0568182,2.1716
-4.9975,1.51356,0.0213068,-0.0552742,2.17607
-4.997,1.51479,0.0222332,-0.0509511,2.1804
-4.9965,1.52004,0.024086,-0.0546566,2.17777
-4.996,1.51896,0.022542,-0.054039,2.18318
-4.9955,1.51471,0.0216156,-0.0528039,2.1753
-4.995,1.51417,0.0222332,-0.0528039,2.17746
-4.9945,1.51487,0.0228508,-0.0497159,2.18086
-4.994,1.51904,0.0250124,-0.0515687,2.17793
-4.9935,1.51711,0.0219244,-0.0546566,2.17731
-4.993,1.51881,0.0222332,-0.0549654,2.1804
-4.9925,1.5195,0.0228508,-0.0531126,2.17484
-4.992,1.51904,0.0268651,-0.0543478,2.18071
-4.9915,1.51309,0.0216156,-0.055583,2.17669
-4.991,1.51232,0.0243948,-0.0562006,2.18179
-4.9905,1.51464,0.0250124,-0.054039,2.17932
-4.99,1.5161,0.022542,-0.0503335,2.17824
-4.9895,1.51603,0.0253211,-0.0503335,2.17592
-4.989,1.51356,0.0228508,-0.0546566,2.17839
-4.9885,1.51896,0.0222332,-0.0528039,2.18117
-4.988,1.51958,0.0247036,-0.0506423,2.17592
-4.9875,1.51881,0.024086,-0.0531126,2.17793
-4.987,1.51572,0.0191453,-0.0524951,2.1804
-4.9865,1.51386,0.0274827,-0.0512599,2.1804
-4.986,1.51703,0.0219244,-0.0521863,2.17453
-4.9855,1.51734,0.0216156,-0.0528039,2.18024
-4.985,1.51942,0.0237772,-0.0531126,2.17993
-4.9845,1.51803,0.0191453,-0.0528039,2.17716
-4.984,1.51842,0.0213068,-0.0546566,2.17762
-4.9835,1.5117,0.0203804,-0.0484807,2.18179
-4.983,1.51363,0.0228508,-0.0509511,2.17762
-4.9825,1.5141,0.0182189,-0.0528039,2.1821
-4.982,1.51487,0.0200716,-0.0552742,2.17499
-4.9815,1.51734,0.0256299,-0.0524951,2.17978
-4.981,1.51819,0.0213068,-0.0546566,2.17762
-4.9805,1.5202,0.022542,-0.0599061,2.17993
-4.98,1.51649,0.0271739,-0.0580534,2.18055
-4.9795,1.51441,0.0222332,-0.0595973,2.18086
-4.979,1.5151,0.022542,-0.0562006,2.18009
-4.9785,1.51935,0.0237772,-0.0580534,2.17731
-4.978,1.51896,0.0228508,-0.0546566,2.17993
-4.9775,1.51363,0.0234684,-0.0518775,2.17762
-4.977,1.51193,0.0222332,-0.0487895,2.17685
-4.9765,1.51371,0.0243948,-0.0534214,2.17793
-4.976,1.52035,0.024086,-0.0506423,2.17947
-4.9755,1.51819,0.0188365,-0.0549654,2.17947
-4.975,1.51749,0.0243948,-0.0518775,2.17577
-4.9745,1.51448,0.0259387,-0.0509511,2.1824
-4.974,1.51649,0.0213068,-0.0528039,2.17391
-4.9735,1.51448,0.0203804,-0.0546566,2.17407
-4.973,1.51371,0.020998,-0.0546566,2.1753
-4.9725,1.51688,0.0197628,-0.0528039,2.17469
-4.972,1.51973,0.0243948,-0.0521863,2.17854
-4.9715,1.52004,0.0265563,-0.0521863,2.18024
-4.971,1.51672,0.024086,-0.0463192,2.18071
-4.9705,1.51796,0.024086,-0.0580534,2.17654
