-5,1.50939,0.0213068,-0.0670084,2.15477
-4.9995,1.51402,0.0219244,-0.0657732,2.15353
-4.999,1.51425,0.0197628,-0.0614501,2.15585
-4.9985,1.51147,0.0213068,-0.0602149,2.15693
-4.998,1.5117,0.0179101,-0.0614501,2.15369
-4.9975,1.51232,0.0160573,-0.064538,2.16063
-4.997,1.5141,0.0169837,-0.0636117,2.15585
-4.9965,1.51332,0.0197628,-0.0614501,2.1577
-4.996,1.51255,0.0194541,-0.0654644,2.15708
-4.9955,1.51101,0.0182189,-0.0626853,2.15832
-4.995,1.5134,0.0222332,-0.0608325,2.15508
-4.9945,1.51255,0.0203804,-0.0648468,2.15446
-4.994,1.51587,0.0194541,-0.0626853,2.15832
-4.9935,1.51371,0.0185277,-0.0589797,2.15369
-4.993,1.51456,0.0160573,-0.0654644,2.15786
-4.9925,1.51193,0.0206892,-0.057127,2.15461
-4.992,1.51255,0.0179101,-0.0614501,2.15801
-4.9915,1.51024,0.0203804,-0.0608325,2.15631
-4.991,1.51317,0.0194541,-0.0620677,2.1543
-4.9905,1.51093,0.0191453,-0.0642292,2.16079
-4.99,1.51356,0.0185277,-0.0629941,2.15986
-4.9895,1.51271,0.0206892,-0.0620677,2.16125
-4.989,1.51502,0.0169837,-0.064538,2.15569
-4.9885,1.51008,0.0191453,-0.0608325,2.15492
-4.988,1.51217,0.0213068,-0.0629941,2.15523
-4.9875,1.51433,0.0176013,-0.0633029,2.15477
-4.987,1.51703,0.0213068,-0.057127,2.15925
-4.9865,1.51356,0.0185277,-0.0611413,2.15044
-4.986,1.50908,0.0176013,-0.064538,2.15708
-4.9855,1.50977,0.0191453,-0.0629941,2.15183
-4.985,1.5117,0.0185277,-0.0592885,2.15153
-4.9845,1.51224,0.0185277,-0.0617589,2.15307
-4.984,1.51317,0.0182189,-0.0639205,2.16033
-4.9835,1.51626,0.0176013,-0.0685524,2.15461
-4.983,1.51302,0.0157485,-0.067626,2.15168
-4.9825,1.51101,0.0148221,-0.0626853,2.15585
-4.982,1.51024,0.0182189,-0.066082,2.15539
-4.9815,1.51541,0.0206892,-0.067626,2.15585
-4.981,1.51371,0.0172925,-0.066082,2.15384
-4.9805,1.5141,0.0157485,-0.0657732,2.15708
-4.98,1.51155,0.0191453,-0.0623765,2.15847
-4.9795,1.51394,0.0151309,-0.0654644,2.15461
-4.979,1.51394,0.0213068,-0.0614501,2.15353
-4.9785,1.51363,0.0219244,-0.0574358,2.15384
-4.978,1.50908,0.0191453,-0.0614501,2.1628
-4.9775,1.5134,0.0169837,-0.0639205,2.15446
-4.977,1.51425,0.0176013,-0.0636117,2.15909
-4.9765,1.5178,0.0231596,-0.0648468,2.16218
-4.976,1.5141,0.0160573,-0.0657732,2.15724
-4.9755,1.51193,0.0188365,-0.0648468,2.15585
-4.975,1.50923,0.0182189,-0.0633029,2.15863
-4.9745,1.51016,0.0176013,-0.064538,2.15832
-4.974,1.51302,0.0182189,-0.0666996,2.15477
-4.9735,1.5151,0.0188365,-0.0654644,2.156
-4.973,1.51649,0.0219244,-0.0654644,2.15909
-4.9725,1.51495,0.0200716,-0.0611413,2.15847
-4.972,1.51232,0.0188365,-0.0608325,2.15909
-4.9715,1.508,0.0197628,-0.0633029,2.15786
-4.971,1.51055,0.0228508,-0.0611413,2.15539
-4.9705,1.51055,0.0188365,-0.0620677,2.15631
-4.97,1.51417,0.0179101,-0.0633029,2.1594
-4.9695,1.51433,0.0188365,-0.0614501,2.15369
-4.969,1.51564,0.0176013,-0.0623765,2.15523
-4.9685,1.51085,0.0129694,-0.0617589,2.15801
-4.968,1.51055,0.0157485,-0.0633029,2.15801
-4.9675,1.50962,0.0169837,-0.0614501,2.15832
-4.967,1.5161,0.0206892,-0.0620677,2.15816
-4.9665,1.51464,0.0166749,-0.0614501,2.15554
-4.966,1.51433,0.0172925,-0.0623765,2.154
-4.9655,1.51055,0.0182189,-0.0623765,2.15245
-4.965,1.51386,0.0213068,-0.0623765,2.15585
-4.9645,1.50869,0.0188365,-0.0639205,2.15369
-4.964,1.51085,0.0191453,-0.0617589,2.15739
-4.9635,1.51441,0.0185277,-0.0642292,2.15492
-4.963,1.51695,0.0163661,-0.0679348,2.15307
-4.9625,1.51464,0.0182189,-0.0654644,2.156
-4.962,1.51139,0.0185277,-0.0651556,2.15075
-4.9615,1.51047,0.0228508,-0.0673172,2.154
-4.961,1.5117,0.022542,-0.0679348,2.15292
-4.9605,1.51325,0.0206892,-0.0679348,2.15276
-4.96,1.50954,0.0182189,-0.0642292,2.15801
-4.9595,1.5107,0.0160573,-0.0633029,2.1611
-4.959,1.51309,0.0185277,-0.0623765,2.16172
-4.9585,1.51703,0.0172925,-0.0657732,2.15245
-4.958,1.51325,0.020998,-0.0642292,2.15971
-4.9575,1.51078,0.0194541,-0.0602149,2.15677
-4.957,1.50753,0.0157485,-0.0626853,2.15801
-4.9565,1.5141,0.0197628,-0.0620677,2.15847
-4.956,1.51479,0.0179101,-0.0636117,2.15755
-4.9555,1.51664,0.0182189,-0.0651556,2.156
-4.955,1.51363,0.0188365,-0.067626,2.16125
-4.9545,1.51178,0.0222332,-0.0620677,2.156
-4.954,1.50869,0.0191453,-0.0623765,2.15647
-4.9535,1.51248,0.0188365,-0.0629941,2.15631
-4.953,1.51348,0.0216156,-0.0595973,2.15708
-4.9525,1.51742,0.0200716,-0.0592885,2.15338
-4.952,1.51618,0.0185277,-0.0562006,2.1594
-4.9515,1.51363,0.0185277,-0.0583622,2.15523
-4.951,1.51147,0.0172925,-0.0608325,2.16063
-4.9505,1.50931,0.0197628,-0.0589797,2.15647
-4.95,1.50831,0.0188365,-0.0595973,2.16558
-4.9495,1.51055,0.0182189,-0.0639205,2.15554
-4.949,1.51564,0.0163661,-0.0608325,2.15925
-4.9485,1.5161,0.0194541,-0.0614501,2.15971
-4.948,1.51471,0.0194541,-0.0633029,2.15446
-4.9475,1.50939,0.0179101,-0.0636117,2.15786
-4.947,1.51209,0.0188365,-0.0636117,2.15569
-4.9465,1.51302,0.0154397,-0.0636117,2.15816
-4.946,1.51487,0.0157485,-0.0636117,2.16002
-4.9455,1.51062,0.0148221,-0.0657732,2.15925
-4.945,1.51294,0.0169837,-0.0623765,2.15925
-4.9445,1.51031,0.0194541,-0.0642292,2.15307
-4.944,1.51147,0.0206892,-0.0651556,2.15693
-4.9435,1.50931,0.0200716,-0.0626853,2.15369
-4.943,1.51448,0.0222332,-0.0623765,2.15971
-4.9425,1.51417,0.0188365,-0.0623765,2.16033
-4.942,1.51224,0.0163661,-0.064538,2.15477
-4.9415,1.51155,0.0145133,-0.064538,2.15183
-4.941,1.51595,0.0151309,-0.0642292,2.16048
-4.9405,1.51456,0.0166749,-0.0633029,2.15847
-4.94,1.51217,0.0148221,-0.0654644,2.15724
-4.9395,1.50838,0.0172925,-0.0639205,2.16017
-4.939,1.51255,0.022542,-0.0614501,2.15894
-4.9385,1.51634,0.0151309,-0.0599061,2.16233
-4.938,1.51603,0.0172925,-0.0580534,2.15986
-4.9375,1.51224,0.0160573,-0.0614501,2.15955
-4.937,1.51016,0.0200716,-0.0636117,2.15446
-4.9365,1.5124,0.022542,-0.0639205,2.15801
-4.936,1.51286,0.024086,-0.0642292,2.15878
-4.9355,1.51448,0.0191453,-0.0642292,2.15183
-4.935,1.51248,0.0191453,-0.0633029,2.15878
-4.9345,1.51271,0.0160573,-0.0651556,2.15631
-4.934,1.51186,0.0123518,-0.064538,2.16233
-4.9335,1.51441,0.0166749,-0.0580534,2.15616
-4.933,1.51332,0.0169837,-0.0629941,2.15616
-4.9325,1.5141,0.0228508,-0.0583622,2.15647
-4.932,1.5117,0.0188365,-0.0552742,2.16079
-4.9315,1.51271,0.0197628,-0.0595973,2.15955
-4.931,1.51325,0.0176013,-0.0626853,2.16125
-4.9305,1.51471,0.0188365,-0.0595973,2.15863
-4.93,1.51085,0.0219244,-0.0611413,2.15616
-4.9295,1.51386,0.0213068,-0.0577446,2.15986
-4.929,1.51356,0.0262475,-0.0608325,2.15986
-4.9285,1.51294,0.0191453,-0.0595973,2.15122
-4.928,1.51132,0.0194541,-0.0605237,2.15909
-4.9275,1.51356,0.024086,-0.0608325,2.16249
